,Title,Year,Summary,Short Summary,Genres,IMDB ID,Runtime,YouTube Trailer,Rating,Movie Poster,Director,Writers,Cast
3698,The Bleeding Edge,2018,A look at the unforeseen consequences of advanced technological devices used in the medical field.,A look at the unforeseen consequences of advanced technological devices used in the medical field.,Documentary,tt8106576,99,slmilObZl28,7.9,https://hydramovies.com/wp-content/uploads/2018/07/The-Bleeding-Edge-Movie-Poster.jpg,Kirby Dick,Kirby Dick,Angie Firmalino|Rita Redberg|Robert Bridges
3694,Our House,2018,"A young genius accidentally invents a device that amplifies the paranormal activity within his family's house, possibly bringing back the spirits of loved ones, and unleashing things far worse.","A young genius accidentally invents a device that amplifies the paranormal activity within his family's house, possibly bringing back the spirits of loved ones, and unleashing things far worse.",Drama|Horror|Thriller,tt2018069,90,MZRC3xfhxnY,5.4,https://hydramovies.com/wp-content/uploads/2018/07/Our-House-Movie-Poster.jpg,Anthony Scott Burns,Nathan Parker,John Ralston|Percy Hynes White|Thomas Mann
3691,Waterschool,2018,"Six girls living along the Amazon, Nile, Mississippi, Danube, Ganges, and Yangtze rivers learn about water and sustainability and use their newfound education to protect their communities and homes.","Six girls living along the Amazon, Nile, Mississippi, Danube, Ganges, and Yangtze rivers learn about water and sustainability and use their newfound education to protect their communities and homes.",Documentary,tt7974234,0,,6.1,https://hydramovies.com/wp-content/uploads/2018/07/Waterschool-Movie-Poster.jpg,Tiffanie Hsu,,
3676,Path of Blood,2018,"Deep in the Saudi desert, young thrill-seekers at jihadi boot camp sign up to a plot to overthrow the Saudi government. They detonate three horrific car-bombs at Western compounds in downtown Riyadh and become embroiled in a nail-biting game of cat and mouse with government forces. As their plans unravel, they resort to ever more brutal tactics. Exposing the dark side of the human soul, Path of Blood reveals Al Qaeda as you've never seen it before. Using a treasure trove of Al Qaeda home-movie footage captured by the security services, this haunting documentary film shows how brainwashed idealism and the youthful pursuit of adventure can descend into madness and carnage.","Deep in the Saudi desert, young thrill-seekers at jihadi boot camp sign up to a plot to overthrow the Saudi government. They detonate three horrific car-bombs at Western compounds in ...",Documentary,tt8066972,0,342Im907gQ4,6.9,https://hydramovies.com/wp-content/uploads/2018/07/Path-of-Blood-Movie-Poster.jpg,Jonathan Hacker,Tom Hollander,Samuel West
3668,Zoe,2018,"A story about how synthetic humans can feel and even love, and how the people they are involved with react to this concept.","A story about how synthetic humans can feel and even love, and how the people they are involved with react to this concept.",Romance|Sci-Fi,tt6010628,104,_QdVzr1UGZ0,6,https://hydramovies.com/wp-content/uploads/2018/07/Zoe-Movie-Poster.jpg,Drake Doremus,Richard Greenberg,Ewan McGregor|Léa Seydoux
2940,The Titan,2018,A military family takes part in a ground-breaking experiment of genetic evolution and space exploration.,A military family takes part in a ground-breaking experiment of genetic evolution and space exploration.,Sci-Fi|Thriller,tt4986098,97,ctM8zpe3BHo,4.9,https://hydramovies.com/wp-content/uploads/2018/05/The-Titan-Movie-Poster.jpg,Lennart Ruff,Max Hurwitz,Sam Worthington|Taylor Schilling|Tom Wilkinson
3657,Off the Menu,2018,"An unlikely heir to a Mexican fast-food franchise goes 'cuisine' hunting for the next culinary big thing, and finds himself in a small, dusty New Mexican town where foodies come from all over to salivate over the culinary treats of a local, authentic, and feisty female chef.","An unlikely heir to a Mexican fast-food franchise goes 'cuisine' hunting for the next culinary big thing, and finds himself in a small, dusty New Mexican town where foodies come from all ...",Comedy|Romance,tt6140580,96,fUnvHbmFYdw,5.7,https://hydramovies.com/wp-content/uploads/2018/07/Off-the-Menu-Movie-Poster.jpg,Jay Silverman,Jennifer Goldson,Dania Ramirez|Makenzie Moss|Santino Fontana
3653,Breaking In,2018,A woman fights to protect her family during a home invasion.,A woman fights to protect her family during a home invasion.,Action|Crime|Drama|Thriller,tt7137846,88,DsDVOt3M7OM,5,https://hydramovies.com/wp-content/uploads/2018/07/Breaking-In-Movie-Poster.jpg,James McTeigue,Ryan Engle,Billy Burke|Gabrielle Union|Richard Cabral
3652,Iliza: Elder Millennial,2018,"Newly engaged comic Iliza Shlesinger dives into undeniable truths about life at age 35, the insanity of the road traveled and what's to come.","Newly engaged comic Iliza Shlesinger dives into undeniable truths about life at age 35, the insanity of the road traveled and what's to come.",Comedy,tt8697266,0,WO9qW20H0uM,6.6,https://hydramovies.com/wp-content/uploads/2018/07/Iliza-Elder-Millennial-Movie-Poster.jpg,Steve Paley,Iliza Shlesinger,Hunter Hill|Iliza Shlesinger
172,Z-O-M-B-I-E-S,2018,"Disney's ""ZOMBIES"" is a music and dance filled story set in the fictitious world of Seabrook, a cookie-cutter community brimming with perky conformity, 50 years after a zombie apocalypse. Today, the zombies pose no threat, but are required to live in Zombietown, an isolated, rundown community infused with their unique creative spirit. When zombies are finally allowed to enroll in Seabrook High School, the charming, charismatic zombie Zed, who is determined to play football, meets freshman Addison, who dreams of being a cheerleader - the ultimate form of status in Seabrook. Addison takes a lot of flak for befriending Zed and his zombie friends, but comes to learn that zombies and cheerleaders aren't so different after all. Zed and Addison work together to show Seabrook what they can achieve when they embrace their differences and celebrate what makes them a community.","Students from Zombietown are transferred to a high school in a suburban town preoccupied with uniformity, traditions and pep rallies.",Musical|Romance,tt6878820,94,sA93QG5Tqpw,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Z-O-M-B-I-E-S-Movie-Poster.jpg,Paul Hoen,David Light,Meg Donnelly|Milo Manheim
3649,The Warning,2018,"In April 2, 2008, Jon is a 32 years old mathematician who witnesses as his best friend David is shot in a gas station outside Madrid. In April 2, 2018, Nico is a 10 years old boy who suffers bullying from a school partners, who forces him to enter in the same gas station to buy a magazine for adults. Saved in the last minute by his mother Lucía of the bullies after she arrives looking for her son, Nico buys a video-game magazine, finding in it a note about that if he goes to the gas station on April 12 he will die. Meanwhile fear and paranoia starts to dominate Nico, Jon notices about a previous shot happened in 1976, where the chauffeur of a general too was shot to dead in the same gas station. Deeping in the past of the place, Jon finds similar tragedies in 1955 and 1913 and he tries use his talent for the mathematics to find a pattern in the incidents, causing the rejection of Andrea, David's girlfriend and Jon's former girlfriend. According April 12 closes, Lucía struggles to ...",Ten-year-old Nico receives a threatening letter and now his life is in danger. No one seems to believe him except one person that he doesn't know.,Drama|Thriller,tt3711510,92,ILXsQiXPB00,6.3,https://hydramovies.com/wp-content/uploads/2018/07/The-Warning-Movie-Poster.jpg,Daniel Calparsoro,Patxi Amezcua,Aura Garrido|Raúl Arévalo
3647,Parmanu: The Story of Pokhran,2018,"A look at India's second confidential nuclear test series at Pokhran led by Dr. APJ Abdul Kalam, during the time of PM Atal Bihari Vajpayee's tenure.","A look at India's second confidential nuclear test series at Pokhran led by Dr. APJ Abdul Kalam, during the time of PM Atal Bihari Vajpayee's tenure.",Action|Drama|History,tt6826438,129,XQFb12N0Arc,8.4,https://hydramovies.com/wp-content/uploads/2018/07/Parmanu-The-Story-of-Pokhran-Movie-Poster.jpg,Abhishek Sharma,Sanyukta Shaikh Chawla,Boman Irani|John Abraham
3645,Billionaire Boys Club,2018,A group of wealthy boys in Los Angeles during the early 1980s establish a 'get-rich-quick' scam that turns deadly.,A group of wealthy boys in Los Angeles during the early 1980s establish a 'get-rich-quick' scam that turns deadly.,Biography|Drama|Thriller,tt5179598,108,ldjNA0_7mIk,5.6,https://hydramovies.com/wp-content/uploads/2018/07/Billionaire-Boys-Club-Movie-Poster.jpg,James Cox,James Cox,Ansel Elgort|Kevin Spacey|Taron Egerton
3643,Rosy,2018,A socially awkward young man kidnaps an aspiring actress with the hope that they will fall in love. A psychosexual noir that explores power dynamics between men and women.,A socially awkward young man kidnaps an aspiring actress with the hope that they will fall in love. A psychosexual noir that explores power dynamics between men and women.,Comedy|Romance|Thriller,tt5216022,0,si-e5whh4NI,5.1,https://hydramovies.com/wp-content/uploads/2018/07/Rosy-Movie-Poster.jpg,Jess Manafort,Jess Bond,Nat Wolff|Stacy Martin|Tony Shalhoub
3642,Godzilla: City on the Edge of Battle,2018,"Following their crushing defeat at the hands of Godzilla Earth, Haruo Sakaki and his allies encounter a mysterious aboriginal tribe descended from the humans left behind on Earth 20,000 years ago, and uncover a mechanized city-sized fortress formed from the long-lost anti-Godzilla weapon Mechagodzilla.","Humanity's desperate battle to reclaim the Earth from Godzilla continues. The key to defeating the King of the Monsters may be Mechagodzilla, a robotic weapon thought to have been lost nearly 20,000 years ago.",Action|Animation|Sci-Fi,tt8015080,101,H0IpL1W4W4k,5.7,https://hydramovies.com/wp-content/uploads/2018/07/Godzilla-City-on-the-Edge-of-Battle-Movie-Poster.jpg,Hiroyuki Seshita,Ishirô Honda,Rich Brown|Robbie Daymond
180,Chris Rock: Tamborine,2018,"Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and American politics.","Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and American politics.",Comedy,tt8005338,64,Iz46th3HSMU,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Chris-Rock-Tamborine-Movie-Poster.jpg,Bo Burnham,Chris Rock,Chris Rock
3640,Robin Williams: Come Inside My Mind,2018,"This intimate portrait examines one of the world's most beloved and inventive comedians. Told largely through Robin's own voice and using a wealth of never-before-seen archive, the film takes us through his extraordinary life and career and reveals the spark of madness that drove him.","An intimate look into the life and work of the revered master comedian and actor, Robin Williams.",Documentary,tt7689966,0,caIFNg_JRL4,8.2,https://hydramovies.com/wp-content/uploads/2018/07/Robin-Williams-Come-Inside-My-Mind-Movie-Poster.jpg,Marina Zenovich,Robin Williams,Robert Altman
3636,Strokes of Genius,2018,"The film intertwines Roger Federer and Rafael Nadal's lives with their famed 2008 Wimbledon championship - an epic match so close and so reflective of their competitive balance that, in the end, the true winner was the sport itself.","The film intertwines Roger Federer and Rafael Nadal's lives with their famed 2008 Wimbledon championship - an epic match so close and so reflective of their competitive balance that, in the end, the true winner was the sport itself.",Documentary,tt8638420,98,q2UYQJmMIxc,8.2,https://hydramovies.com/wp-content/uploads/2018/07/Strokes-of-Genius-Movie-Poster.jpg,Andrew Douglas,Yves Allegro,Björn Borg
